PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0221_03,Mars,False,E/13/S,TRAPPIST-1e,33,False,1933,12,188,1,0,Jacks Reke,False
0221_04,Mars,True,E/13/S,TRAPPIST-1e,21,False,0,0,0,0,0,Eerch Reke,True
0221_05,Mars,False,E/13/S,TRAPPIST-1e,41,False,1230,0,301,43,1023,Panbug Reke,False
0221_06,Mars,False,E/13/S,TRAPPIST-1e,16,False,915,0,221,234,0,Gran Reke,False
0221_07,Mars,True,E/13/S,TRAPPIST-1e,42,False,0,0,0,0,0,Rohs Reke,False
0222_01,Mars,False,F/41/S,TRAPPIST-1e,20,False,1406,0,0,11,0,Gone Perte,False
0222_02,Mars,True,F/41/S,TRAPPIST-1e,24,False,0,0,0,0,0,Colf Deva,True
0222_03,Mars,True,E/14/S,TRAPPIST-1e,16,False,0,0,0,0,0,Grake Perte,True
0223_01,Earth,False,G/35/S,TRAPPIST-1e,21,False,0,2,665,0,9,Evan Sykess,False
0224_01,Mars,False,F/42/S,TRAPPIST-1e,32,True,181,0,5,1634,0,Blues Queen,False
0225_01,Earth,True,G/38/P,PSO J318.5-22,58,False,0,0,0,0,0,Carly Hortis,True
0229_01,Earth,False,F/43/S,TRAPPIST-1e,24,False,4,7,0,713,79,Done Sellahaney,False
0231_01,Mars,False,F/44/S,TRAPPIST-1e,30,False,85,0,1,1720,0,Krus Nate,False
0232_01,Earth,True,G/36/S,PSO J318.5-22,27,False,0,,0,0,0,Nica Bakerrison,False
0233_01,Mars,False,F/45/S,TRAPPIST-1e,32,False,56,0,256,1438,0,Teda Wist,False
0234_01,Earth,False,F/50/P,TRAPPIST-1e,43,False,,888,0,0,0,Keitha Josey,False
0237_01,Europa,True,B/11/P,TRAPPIST-1e,42,False,0,0,0,0,0,Weias Aginge,True
0239_01,Mars,False,,TRAPPIST-1e,37,False,637,0,0,92,319,Diedow Resty,False
0240_01,Mars,True,F/52/P,TRAPPIST-1e,35,False,0,0,0,0,0,Puffes Crie,True
0241_01,Europa,,E/11/P,55 Cancri e,33,False,0,1249,0,4812,1116,Alas Dischod,False
0242_01,,False,F/46/S,TRAPPIST-1e,18,False,313,1,691,283,0,Almone Sté,False
0243_01,Earth,True,G/37/S,TRAPPIST-1e,21,False,0,0,0,0,0,Lilace Cartyernan,False
0244_01,Mars,True,,TRAPPIST-1e,43,False,0,0,0,0,0,Froos Sad,True
0244_02,Mars,True,F/47/S,55 Cancri e,14,,0,0,0,0,0,Tous Sad,True
0245_01,Europa,False,C/6/P,55 Cancri e,46,False,0,3571,0,0,7,Glueba Repumparte,True
0245_02,Europa,False,C/6/P,TRAPPIST-1e,33,False,0,86,796,584,10912,Anchib Repumparte,False
0246_01,Mars,False,D/8/P,TRAPPIST-1e,21,False,2947,0,287,27,0,Mele Sesa,False
0248_01,Europa,False,C/10/S,TRAPPIST-1e,33,False,0,1,0,8620,1063,Genifi Spanxibus,False
0250_01,Earth,True,G/38/S,PSO J318.5-22,47,False,,0,0,0,0,Camily Kramosley,False
0251_01,,True,C/11/S,55 Cancri e,54,False,0,0,0,0,0,Diphah Amsive,True
0252_01,Earth,False,F/53/P,TRAPPIST-1e,30,False,335,695,541,0,0,Leenny Byerry,False
0253_01,Earth,False,G/42/P,TRAPPIST-1e,29,False,272,615,0,0,1,Dawne Cardner,False
0254_01,Earth,False,F/54/P,TRAPPIST-1e,21,False,702,172,408,2,6,Race Stenson,True
0255_01,Europa,True,A/3/S,TRAPPIST-1e,24,False,0,0,0,0,0,Ashir Mingious,True
0257_01,Mars,False,F/49/S,55 Cancri e,21,False,1664,0,,0,0,Errohs Berte,False
0257_02,Mars,True,F/49/S,TRAPPIST-1e,60,False,0,0,0,0,0,Squars Berte,True
0258_01,Earth,False,F/50/S,TRAPPIST-1e,22,False,0,0,313,299,92,Feryla Cooperkins,False
0260_01,Europa,False,E/16/S,TRAPPIST-1e,26,False,0,4810,0,981,2054,Segino Inderly,False
0261_01,Earth,False,F/56/P,TRAPPIST-1e,26,False,66,29,0,0,803,Dord Bookerson,False
0263_01,Earth,True,G/43/P,TRAPPIST-1e,28,False,0,0,0,0,0,Maen Merkins,True
0265_01,Europa,True,D/8/S,TRAPPIST-1e,39,False,0,0,0,,0,Etair Herpumble,True
0267_01,Earth,False,F/51/S,TRAPPIST-1e,13,False,118,0,0,754,1,Lilace Sancockett,False
0269_01,Earth,False,F/52/S,55 Cancri e,47,False,0,231,592,0,0,Lerome Polliamposs,True
0270_01,Earth,False,F/59/P,TRAPPIST-1e,63,False,0,25,128,0,1240,Cathya Fryersonis,False
0275_01,Europa,True,D/9/S,55 Cancri e,,False,0,0,0,0,0,Terf Obnoble,True
0277_01,Earth,False,F/61/P,55 Cancri e,50,False,44,2390,0,53,0,Byront Mcdanield,True
0278_01,Earth,False,,TRAPPIST-1e,35,False,0,0,0,888,,Judya Beachez,False
0278_02,Earth,False,G/45/P,TRAPPIST-1e,45,False,0,97,0,14,333,Marice Beachez,False
0281_01,Earth,False,F/63/P,TRAPPIST-1e,19,False,0,0,2078,0,0,Derine Pierry,True
0282_01,Earth,False,F/54/S,TRAPPIST-1e,21,False,0,918,0,0,0,Valex Baketton,True
0283_01,Earth,True,G/46/P,PSO J318.5-22,29,False,0,0,0,0,0,Jacky Santin,True
0283_02,Earth,False,F/64/P,TRAPPIST-1e,22,False,146,654,1,0,2,Roydo Santin,True
0285_01,Europa,True,E/16/P,TRAPPIST-1e,14,False,0,0,0,0,0,Krabik Invebodene,True
0285_02,Europa,True,E/16/P,55 Cancri e,42,False,0,0,0,0,0,Grasath Invebodene,True
0286_01,Earth,False,F/65/P,55 Cancri e,57,False,3,1281,29,162,13,Carita Jimes,False
0287_01,Europa,True,,55 Cancri e,39,False,0,0,0,0,0,Tetra Bootty,True
0287_02,Europa,False,B/12/P,TRAPPIST-1e,28,False,0,587,32,6,1460,Alasym Bootty,False
0288_01,Earth,False,F/55/S,55 Cancri e,19,False,0,0,0,0,828,Gory Delez,False
0289_01,Europa,True,C/12/S,55 Cancri e,19,False,0,0,0,0,0,Furuson Objeciane,True
0290_01,Europa,False,B/7/S,55 Cancri e,26,False,0,4458,0,1157,262,Skaton Excialing,True
